0.00121816  0.121816
0.0044829  0.326474
0.00945615  0.497324
0.0160528  0.659664
0.02438  0.83272
0.0347067  1.03267
0.0474548  1.27481
0.0632062  1.57513
0.0827234  1.95173
0.106984  2.42605
0.137226  3.02421
0.175011  3.77847
0.2223  4.7289
0.281554  5.92542
0.355856  7.4302
0.449061  9.32053
0.565984  11.6922
0.71262  14.6637
0.896421  18.3801
1.12661  23.0189
1.41455  28.7944
1.77418  35.9625
2.22242  44.8242
2.77968  55.7255
3.4702  69.0524
4.32236  85.2163
5.36862  104.626
6.64497  127.635
8.18967  154.469
10.0407  185.108
12.2321  219.136
14.7877  255.56
17.7139  292.622
20.9906  327.663
24.5617  357.118
28.3291  376.74
32.1506  382.149
35.8475  369.689
39.2221  337.46
42.0841  286.195
44.2802  219.609
45.7196  143.942
46.3871  66.7501
46.3401  -4.69515
45.692  -64.8101
44.5872  -110.487
43.1759  -141.123
41.5952  -158.074
39.9567  -163.854
38.3429  -161.376
36.8089  -153.401
35.3865  -142.236
34.0903  -129.624
32.9225  -116.775
31.878  -104.454
30.9471  -93.0896
30.1184  -82.8726
29.38  -73.8407
28.7206  -65.9378
28.13  -59.0579
27.5993  -53.073
27.1208  -47.8512
26.6881  -43.2667
26.296  -39.2054
25.9404  -35.5667
25.6177  -32.2643
25.3255  -29.2252
25.0616  -26.3886
24.8246  -23.7041
24.6132  -21.131
24.4269  -18.636
24.265  -16.1931
24.1271  -13.7817
24.0133  -11.3867
23.9233  -8.99702
23.8572  -6.60594
23.8151  -4.21023
23.797  -1.81021
23.8029  0.590511
23.8328  2.98503
23.8864  5.36325
23.9635  7.71192
24.0637  10.0147
24.1862  12.2523
24.3302  14.4025
24.4946  16.4408
24.678  18.3405
24.8788  20.0733
25.0949  21.6102
25.3241  22.922
25.5639  23.9807
25.8115  24.7601
26.0639  25.2371
26.3178  25.3931
26.57  25.2147
26.8169  24.6949
27.0552  23.8337
27.2816  22.6387
27.4929  21.1254
27.6861  19.3166
27.8585  17.2422
28.0079  14.9384
28.1323  12.4462
28.2304  9.81003
28.3012  7.07653
28.3441  4.29263
28.3592  1.50419
28.3467  -1.24545
28.3075  -3.91654
28.2428  -6.4739
28.1539  -8.88743
28.0426  -11.1325
27.9107  -13.1898
27.7602  -15.0454
27.5933  -16.6903
27.4121  -18.1195
27.2188  -19.332
27.0155  -20.3299
26.8044  -21.1174
26.5873  -21.7007
26.3665  -22.0873
26.1436  -22.2854
25.9206  -22.3035
25.6991  -22.1501
25.4807  -21.8335
25.2671  -21.3617
25.0597  -20.742
24.8599  -19.9812
24.669  -19.0854
24.4884  -18.0604
24.3193  -16.9112
24.1629  -15.6426
24.0203  -14.259
23.8927  -12.7648
23.781  -11.1645
23.6864  -9.46275
23.6097  -7.66469
23.552  -5.77627
23.5139  -3.80436
23.4964  -1.75707
23.4999  0.355978
23.5252  2.52339
23.5725  4.73174
23.6421  6.96536
23.7342  9.20612
23.8485  11.4333
23.9848  13.6237
24.1423  15.7512
24.3202  17.7877
24.5172  19.7027
24.7318  21.4644
24.9622  23.0398
25.2062  24.3959
25.4612  25.5007
25.7244  26.3241
25.9928  26.8392
26.2631  27.0236
26.5317  26.8606
26.7951  26.3403
27.0497  25.4605
27.2919  24.2272
27.5185  22.6549
27.7262  20.7666
27.9121  18.593
28.0738  16.1718
28.2093  13.5465
28.3169  10.7645
28.3957  7.87553
28.445  4.9302
28.4648  1.97788
28.4554  -0.934664
28.4178  -3.76456
28.353  -6.47389
28.2627  -9.03033
28.1486  -11.4075
28.0128  -13.585
27.8573  -15.5482
27.6844  -17.2877
27.4964  -18.7989
27.2956  -20.0811
27.0843  -21.1372
26.8645  -21.9722
26.6386  -22.5934
26.4085  -23.0092
26.1762  -23.2286
25.9436  -23.2613
25.7125  -23.1164
25.4844  -22.8032
25.2611  -22.3301
25.0441  -21.7049
24.8347  -20.9349
24.6345  -20.0265
24.4446  -18.9854
24.2664  -17.8169
24.1012  -16.5256
23.95  -15.1158
23.8141  -13.5916
23.6945  -11.9571
23.5924  -10.2167
23.5086  -8.37495
23.4442  -6.43734
23.4001  -4.41021
23.3771  -2.30111
23.3759  -0.119149
23.3972  2.12476
23.4414  4.41759
23.5088  6.74394
23.5997  9.0858
23.7139  11.4224
23.8512  13.7299
24.011  15.9819
24.1925  18.149
24.3945  20.1995
24.6155  22.0995
24.8536  23.8139
25.1067  25.3071
25.3721  26.5441
25.647  27.4915
25.9282  28.1191
26.2122  28.4011
26.4954  28.3174
26.774  27.8553
27.0441  27.01
27.3019  25.7857
27.5439  24.1958
27.7665  22.2632
27.9667  20.0193
28.1418  17.5037
28.2894  14.7621
28.4078  11.8451
28.4959  8.80648
28.5529  5.70063
28.5787  2.58118
28.5737  -0.500979
28.5387  -3.49917
28.475  -6.37206
28.3841  -9.08443
28.2681  -11.6076
28.1289  -13.9195
27.9688  -16.0045
27.7903  -17.8525
27.5957  -19.4589
27.3875  -20.8235
27.168  -21.9495
26.9396  -22.8429
26.7044  -23.512
26.4648  -23.9662
26.2226  -24.2157
25.9799  -24.2708
25.7385  -24.142
25.5001  -23.8391
25.2664  -23.3713
25.0389  -22.7471
24.8192  -21.9741
24.6086  -21.0591
24.4085  -20.0079
24.2202  -18.826
24.0451  -17.5179
23.8842  -16.0877
23.7388  -14.5393
23.61  -12.8764
23.499  -11.1029
23.4068  -9.22292
23.3344  -7.24126
23.2827  -5.16362
23.2527  -2.99688
23.2453  -0.749425
23.2609  1.56849
23.3004  3.94447
23.364  6.36363
23.4521  8.80832
23.5647  11.2579
23.7016  13.6886
23.8623  16.0733
24.0461  18.3821
24.2519  20.5818
24.4783  22.6369
24.7234  24.5101
24.985  26.163
25.2606  27.5575
25.5472  28.6565
25.8414  29.4259
26.1398  29.8359
26.4384  29.8625
26.7333  29.489
27.0204  28.7074
27.2956  27.519
27.5549  25.9355
27.7947  23.9787
28.0115  21.6804
28.2023  19.0812
28.3646  16.2292
28.4964  13.1782
28.5963  9.98585
28.6634  6.71104
28.6975  3.41212
28.6989  0.144718
28.6685  -3.03994
28.6076  -6.09639
28.5177  -8.98583
28.401  -11.6767
28.2595  -14.1446
28.0958  -16.3723
27.9123  -18.349
27.7116  -20.0697
27.4963  -21.5344
27.2688  -22.7467
27.0317  -23.7137
26.7872  -24.4445
26.5377  -24.9496
26.2853  -25.2405
26.032  -25.3287
25.7798  -25.2256
25.5303  -24.9419
25.2855  -24.4879
25.0467  -23.8727
24.8157  -23.1043
24.5938  -22.1901
24.3824  -21.1363
24.183  -19.9482
23.9966  -18.6304
23.8248  -17.1871
23.6686  -15.6217
23.5292  -13.9376
23.4078  -12.1382
23.3055  -10.227
23.2235  -8.20813
23.1626  -6.08652
23.1239  -3.86819
23.1083  -1.56066
23.1166  0.826735
23.1494  3.28247
23.2073  5.79245
23.2907  8.33974
23.3998  10.9042
23.5344  13.4622
23.6942  15.9868
23.8787  18.4474
24.0868  20.8099
24.3172  23.0373
24.5681  25.0901
24.8374  26.9274
25.1224  28.5075
25.4203  29.7896
25.7277  30.7352
26.0408  31.3097
26.3556  31.4842
26.668  31.2373
26.9736  30.5565
27.268  29.4394
27.5469  27.8945
27.8063  25.9417
28.0424  23.6121
28.2519  20.9468
28.4319  17.9958
28.58  14.8159
28.6947  11.4687
28.7749  8.01799
28.8202  4.52742
28.8308  1.05809
28.8074  -2.33336
28.7515  -5.59642
28.6646  -8.68782
28.5489  -11.5722
28.4066  -14.2222
28.2404  -16.6184
28.053  -18.7487
27.8469  -20.6073
27.6249  -22.194
27.3898  -23.513
27.1441  -24.5722
26.8903  -25.3818
26.6307  -25.9534
26.3677  -26.2998
26.1034  -26.4338
25.8397  -26.3681
25.5786  -26.1146
25.3217  -25.6844
25.0709  -25.0876
24.8275  -24.333
24.5932  -23.4284
24.3694  -22.3804
24.1575  -21.1946
23.9587  -19.8758
23.7745  -18.4278
23.6059  -16.854
23.4543  -15.1574
23.3209  -13.3409
23.2069  -11.4073
23.1133  -9.36
23.0412  -7.20303
22.9918  -4.94141
22.966  -2.58159
22.9647  -0.131764
22.9887  2.39769
23.0386  4.99385
23.115  7.64079
23.2182  10.3193
23.3483  13.0066
23.505  15.6759
23.688  18.2965
23.8963  20.8341
24.1288  23.2504
24.3839  25.5041
24.6594  27.5517
24.9529  29.3481
25.2614  30.8485
25.5815  32.0096
25.9094  32.7913
26.241  33.159
26.5718  33.0855
26.8973  32.5524
27.2129  31.5521
27.5137  30.0886
27.7955  28.1787
28.054  25.851
28.2855  23.1464
28.4867  20.1158
28.6549  16.8187
28.7881  13.3206
28.885  9.69031
28.9449  5.99736
28.968  2.30921
28.9549  -1.31112
28.9069  -4.80694
28.8256  -8.12935
28.7132  -11.2381
28.5722  -14.1018
28.4052  -16.6981
28.2151  -19.0125
28.0047  -21.0382
27.7769  -22.7745
27.5347  -24.2258
27.2807  -25.4006
27.0176  -26.3102
26.7479  -26.9675
26.474  -27.3869
26.1982  -27.5825
25.9225  -27.5685
25.6489  -27.3582
25.3793  -26.964
25.1153  -26.3969
24.8586  -25.6667
24.6108  -24.782
24.3733  -23.7499
24.1476  -22.5764
23.9349  -21.2663
23.7367  -19.8237
23.5541  -18.2517
23.3886  -16.553
23.2413  -14.7299
23.1135  -12.7847
23.0063  -10.7199
22.9209  -8.53852
22.8584  -6.24452
22.82  -3.84304
22.8066  -1.3409
22.8191  1.25297
22.8584  3.92714
22.9251  6.6672
23.0196  9.45533
23.1423  12.2699
23.2932  15.0852
23.4719  17.8712
23.6778  20.5935
23.91  23.2132
24.1668  25.6879
24.4466  27.9716
24.7467  30.0164
25.0645  31.7732
25.3964  33.1935
25.7387  34.2315
26.0872  34.8459
26.4372  35.0023
26.7839  34.6751
27.1224  33.8498
27.4477  32.5242
27.7548  30.7094
28.0391  28.4307
28.2963  25.7266
28.5228  22.6478
28.7154  19.2554
28.8716  15.6185
28.9897  11.8109
29.0688  7.90859
29.1086  3.9861
29.1098  0.114057
29.0733  -3.64334
29.001  -7.23009
28.895  -10.5996
28.7579  -13.7151
28.5924  -16.5499
28.4015  -19.0865
28.1884  -21.3158
27.956  -23.2363
27.7075  -24.8521
27.4457  -26.1721
27.1737  -27.2086
26.8939  -27.976
26.609  -28.4902
26.3213  -28.7671
26.0331  -28.8226
25.7464  -28.6716
25.4631  -28.3279
25.1851  -27.8041
24.914  -27.111
24.6514  -26.2582
24.3988  -25.2537
24.1578  -24.1038
23.9297  -22.814
23.7158  -21.3883
23.5175  -19.8298
23.3361  -18.1411
23.1728  -16.3239
23.029  -14.38
22.9059  -12.311
22.8047  -10.1189
22.7267  -7.80633
22.6729  -5.37711
22.6445  -2.83644
22.6426  -0.191471
22.6681  2.54823
22.7218  5.37021
22.8044  8.25857
22.9163  11.1936
23.0578  14.1512
23.2289  17.1027
23.429  20.0145
23.6575  22.8481
23.9131  25.5605
24.1941  28.1043
24.4984  30.4287
24.8232  32.481
25.1653  34.2077
25.5209  35.5565
25.8857  36.4789
26.255  36.9321
26.6238  36.8818
26.9868  36.3045
27.3387  35.1893
27.6741  33.54
27.9879  31.3754
