0   -8.24461e-11
1   -0.04
2   0.68
3   0.36
4   7.42015e-10
5   6.49746e-36
6   2.41711e-79
7   3.82004e-140
8   2.56485e-218
9   7.31603e-314
10   0

0   0.0016
1   -0.0544
2   0.4336
3   0.4896
4   0.1296
5   2.67126e-10
6   2.33909e-36
7   8.70158e-80
8   1.37522e-140
9   9.23345e-219
10   2.63377e-314

0   0.003264
1   -0.05376
2   0.25568
3   0.48384
4   0.264384
5   0.046656
6   9.61652e-11
7   8.42071e-37
8   3.13257e-80
9   4.95078e-141
10   3.32404e-219

0   0.00436992
1   -0.045609
2   0.135155
3   0.410481
4   0.352097
5   0.126904
6   0.0167962
7   3.46195e-11
8   3.03146e-37
9   1.12773e-80
10   1.78228e-141

0   0.0047959
1   -0.0348471
2   0.0590671
3   0.313699
4   0.382123
5   0.212378
6   0.0571069
7   0.00604662
8   1.2463e-11
9   1.09132e-37
10   4.05981e-81

0   0.0046551
1   -0.0243322
2   0.0150727
3   0.219294
4   0.36428
5   0.279697
6   0.115047
7   0.0246702
8   0.00217678
9   4.48668e-12
10   3.92877e-38

0   0.00413876
1   -0.015473
2   -0.00728194
3   0.139975
4   0.315469
5   0.316733
6   0.177936
7   0.0581056
8   0.0103615
9   0.000783642
10   1.61521e-12

0   0.00343327
1   -0.00874039
2   -0.016121
3   0.0799429
4   0.25224
5   0.32183
6   0.232696
7   0.103154
8   0.0279325
9   0.00426301
10   0.000282111

0   0.00268424
1   -0.00406265
2   -0.0173065
3   0.038468
4   0.18743
5   0.300343
6   0.269966
7   0.152798
8   0.0559591
9   0.0129433
10   0.00172652

0   0.00198779
1   -0.00110401
2   -0.0147697
3   0.0124307
4   0.129287
5   0.260909
6   0.285588
7   0.198852
8   0.0925419
9   0.0288776
10   0.0058336

